unique_id,review_count,url,title,abstract,user,vote,in_progress,time
222,0,https://doi.org/10.1145/3548606.3563287,WAHC'22: 10th Workshop on Encrypted Computing and Applied Homomorphic Cryptography,"
		<p>The 10th Workshop on Encrypted Computing and Applied Homomorphic Cryptography is held in Los Angeles, CA, USA on November 7, 2022, co-located with the ACM Conference on Computer and Communications Security (CCS). The workshop aims to bring together professionals, researchers and practitioners from academia, industry and government in the area of computer security and applied cryptography with an interest in practical applications of homomorphic encryption, encrypted computing, functional encryption and secure function evaluation, private information retrieval and searchable encryption. The workshop will feature 6 exciting accepted talks on different aspects of secure computation and a forum to discuss current and future challenges. Additionally, the workshop will feature one keynote presentation, as well as a working session. The complete WAHC'22 workshop proceedings are available at: https://dl.acm.org/doi/proceedings/10.1145/3560827.</p>
	------endofabstract------222",none,none,no,1691766425.724443
