unique_id,review_count,url,title,abstract,user,vote,in_progress,time
150,0,https://doi.org/10.1145/3243734.3243859,Fast Multiparty Threshold ECDSA with Fast Trustless Setup,"
		<p>A threshold signature scheme enables distributed signing among n players such that any subgroup of size $t+1$ can sign, whereas any group with t or fewer players cannot. While there exist previous threshold schemes for the ECDSA signature scheme, we are the first protocol that supports multiparty signatures for any $t łeq n$ with an efficient dealerless key generation. Our protocol is faster than previous solutions and significantly reduces the communication complexity as well. We prove our scheme secure against malicious adversaries with a dishonest majority. We implemented our protocol, demonstrating its efficiency and suitability to be deployed in practice.</p>
	------endofabstract------150",none,none,no,1691766425.571741
